saledate,saledate_y,ward,age,rmdl,ttl_bathrms,heat_d,ac,num_units,rooms,bedrms,stories,log_gba,extwall_d,roof_d,floor_d,kitchens,fireplaces,landarea,price,log_price
2022-11-29,2022,5,10 or Fewer,No,3.5,Dual Climate,Yes,1,7,3,2.5 or More,7.4673710669175595,Brick,Shingle,Hard,1,0,"1,000 to 1,999",665000.0,13.407542319637992
2022-11-29,2022,8,10 or Fewer,No,3.5,Dual Climate,Yes,1,8,4,2.5 or More,7.524021415206125,Brick,Shingle,Hard,1,1,"1,000 to 1,999",724415.0,13.493119711568841
2022-11-30,2022,7,81 to 90,Yes,1,Forced Air,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,6.858565034791365,Brick,Metal,Soft,1,0,"2,000 to 4,999",342500.0,12.744026936684417
2022-11-30,2022,4,91 to 100,Yes,3.5,Hot Water,No,1,7,4,2 or Fewer,7.438383530044307,Brick,Flat,Hard,1,1,"2,000 to 4,999",900000.0,13.710150042306449
2022-11-30,2022,4,10 or Fewer,No,3.5,Forced Air,Yes,1,9,3,2.5 or More,7.461640392208575,Brick,Shingle,Hard,1,0,999 or Fewer,774090.0,13.559443424881744
2022-11-30,2022,4,91 to 100,Yes,3.5,Forced Air,Yes,1,8,4,2 or Fewer,7.426549072397305,Brick,Metal,Hard,1,0,"1,000 to 1,999",1000000.0,13.815510557964274
2022-11-30,2022,4,71 to 80,No,1.5,Dual Climate,Yes,1,7,3,2 or Fewer,6.992096427415888,Brick,Flat,Hard,1,0,"2,000 to 4,999",475000.0,13.071070083016778
2022-11-30,2022,5,71 to 80,Yes,3.5,Dual Climate,Yes,1,8,4,2 or Fewer,7.3343293503005365,Brick,Shingle,Hard,1,1,"2,000 to 4,999",680000.0,13.42984807715229
2022-11-30,2022,6,111 or More,Yes,2.5,Dual Climate,Yes,1,6,2 or Fewer,2 or Fewer,7.299797366758161,Brick,Shingle,Hard,1,0,"1,000 to 1,999",923000.0,13.73538451348499
2022-12-01,2022,1,111 or More,Yes,4 or More,Hot Water,No,2 or More,9,5 or More,2.5 or More,8.064321960910803,Brick,Flat,Hard,2 or More,0,"2,000 to 4,999",1575000.0,14.269765830241871
2022-12-01,2022,3,81 to 90,Yes,3.5,Dual Climate,Yes,1,9,4,2.5 or More,8.081784206935001,Brick,Tile,Hard,1,1,"5,000 or More",1852000.0,14.431776694188262
2022-12-01,2022,1,111 or More,Yes,2.5,Hot Water,Yes,1,7,4,2 or Fewer,7.5411524551363085,Brick,Metal,Hard,2 or More,0,"2,000 to 4,999",1000000.0,13.815510557964274
2022-12-01,2022,4,81 to 90,No,2,Dual Climate,Yes,1,8,4,2 or Fewer,7.486613313139955,Brick,Tile,Hard,1,2 or More,"2,000 to 4,999",1150000.0,13.955272500339433
2022-12-01,2022,6,111 or More,Yes,1.5,Dual Climate,Yes,1,6,2 or Fewer,2 or Fewer,6.895682697747868,Brick,Metal,Hard,1,1,"1,000 to 1,999",875000.0,13.681979165339751
2022-12-01,2022,5,10 or Fewer,No,2.5,Forced Air,Yes,1,7,3,2 or Fewer,7.3777589082278725,Brick,Shingle,Hard,1,0,"1,000 to 1,999",685000.0,13.437174117244362
2022-12-01,2022,7,81 to 90,Yes,1.5,Forced Air,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,6.723832440821209,Brick,Flat,Hard,1,0,"1,000 to 1,999",400000.0,12.89921982609012
2022-12-01,2022,5,71 to 80,Yes,3.5,Dual Climate,Yes,1,8,5 or More,2 or Fewer,7.349873704738337,Brick,Shingle,Hard,1,1,"5,000 or More",899000.0,13.709038313453757
2022-12-01,2022,4,91 to 100,Yes,3.5,Forced Air,Yes,1,10 or More,3,2 or Fewer,7.272398392570047,Brick,Flat,Hard,1,0,"2,000 to 4,999",900000.0,13.710150042306449
2022-12-01,2022,5,111 or More,Yes,2.5,Forced Air,Yes,1,6,3,2 or Fewer,7.487733761436444,Brick,Flat,Hard,1,1,"1,000 to 1,999",840250.0,13.641454745587351
2022-12-01,2022,4,91 to 100,Yes,3.5,Hot Water,Yes,1,8,5 or More,2 or Fewer,7.6246189861593985,Brick,Tile,Hard,1,1,"5,000 or More",1320000.0,14.093142294562554
2022-12-01,2022,1,71 to 80,Yes,2,Dual Climate,Yes,1,5 or Fewer,2 or Fewer,2.5 or More,7.129297548929373,Brick,Flat,Hard,1,0,"1,000 to 1,999",1020000.0,13.835313185260453
2022-12-01,2022,3,61 to 70,Yes,3.5,Forced Air,Yes,1,10 or More,5 or More,2 or Fewer,7.835579246669965,Brick,Shingle,Hard,2 or More,1,"5,000 or More",1650000.0,14.316285845876763
2022-12-02,2022,8,10 or Fewer,No,4 or More,Forced Air,Yes,1,10 or More,3,2.5 or More,7.534762657037537,Brick,Shingle,Hard,1,0,"1,000 to 1,999",550000.0,13.217673557208654
2022-12-02,2022,6,11 to 60,Yes,3.5,Dual Climate,Yes,1,7,3,2.5 or More,7.454719949364001,Brick,Shingle,Hard,1,1,999 or Fewer,1165000.0,13.968231644981937
2022-12-02,2022,5,71 to 80,No,1.5,Dual Climate,Yes,1,6,3,2 or Fewer,6.992096427415888,Brick,Flat,Hard,1,0,"2,000 to 4,999",540000.0,13.199324418540456
2022-12-02,2022,5,61 to 70,Yes,2,Forced Air,No,2 or More,8,4,2 or Fewer,7.076653815443951,Brick,Flat,Hard,2 or More,0,"1,000 to 1,999",630000.0,13.353475098367715
2022-12-02,2022,6,101 to 110,Yes,3,Forced Air,Yes,1,9,3,2 or Fewer,7.60688453121963,Brick,Flat,Hard,1,0,"2,000 to 4,999",965500.0,13.780401380850707
2022-12-02,2022,8,11 to 60,No,2.5,Dual Climate,Yes,1,7,3,2.5 or More,7.355001921105257,Stone,Shingle,Hard,1,0,"2,000 to 4,999",540000.0,13.199324418540456
2022-12-02,2022,7,61 to 70,Yes,4 or More,Dual Climate,Yes,2 or More,10 or More,5 or More,2 or Fewer,7.80057265467065,Brick,Flat,Hard,2 or More,0,"2,000 to 4,999",590000.0,13.287877815881902
2022-12-02,2022,3,81 to 90,Yes,2.5,Dual Climate,Yes,1,6,3,2 or Fewer,7.277938572945661,Brick,Tile,Hard,1,1,"5,000 or More",1275000.0,14.058456736574664
2022-12-02,2022,4,91 to 100,Yes,3.5,Forced Air,Yes,1,8,4,2 or Fewer,7.154615356913663,Brick,Flat,Hard,1,0,"1,000 to 1,999",1000000.0,13.815510557964274
2022-12-02,2022,7,11 to 60,No,2.5,Forced Air,Yes,1,6,3,2 or Fewer,7.258412150595307,Brick,Shingle,Hard,1,1,"1,000 to 1,999",515000.0,13.151922179645874
2022-12-02,2022,3,91 to 100,No,1,Hot Water,No,1,6,3,2 or Fewer,7.071573364211532,Brick,Shingle,Hard,1,0,"1,000 to 1,999",839900.0,13.641038116113718
2022-12-05,2022,5,101 to 110,Yes,3,Other,Yes,1,7,4,2 or Fewer,7.664815785285735,Siding and Stucco,Shingle,Hard,1,1,"5,000 or More",860000.0,13.664687668229691
2022-12-05,2022,7,11 to 60,No,3,Forced Air,Yes,1,6,3,2 or Fewer,7.397561535524052,Siding and Stucco,Shingle,Soft,1,0,"1,000 to 1,999",449000.0,13.01477816672439
2022-12-05,2022,6,11 to 60,Yes,4 or More,Dual Climate,Yes,1,7,4,2.5 or More,7.465082736399547,Brick,Shingle,Hard,1,1,"1,000 to 1,999",1175000.0,13.976778705560397
2022-12-05,2022,7,71 to 80,No,1.5,Dual Climate,Yes,1,7,3,2 or Fewer,7.163946684342547,Brick,Flat,Hard,1,0,"2,000 to 4,999",365000.0,12.80765263256463
2022-12-05,2022,1,111 or More,Yes,2.5,Forced Air,Yes,1,8,5 or More,2 or Fewer,7.341483852363161,Brick,Metal,Hard,1,0,"2,000 to 4,999",1850000.0,14.430696197054507
2022-12-05,2022,8,71 to 80,Yes,1,Forced Air,Yes,1,6,4,2 or Fewer,6.931471805599453,Brick,Shingle,Hard,1,0,"2,000 to 4,999",430000.0,12.971540487669746
2022-12-06,2022,3,81 to 90,Yes,3.5,Dual Climate,Yes,1,7,3,2 or Fewer,7.889459149404524,Brick,Tile,Hard,1,1,"5,000 or More",1675000.0,14.331323723241304
2022-12-06,2022,4,91 to 100,Yes,2.5,Forced Air,Yes,1,7,3,2 or Fewer,7.283448228756631,Brick,Metal,Hard,1,0,"1,000 to 1,999",745000.0,13.521139497361697
2022-12-06,2022,3,61 to 70,Yes,3.5,Forced Air,Yes,1,7,4,2 or Fewer,7.275172319452771,Brick,Shingle,Hard,1,1,"2,000 to 4,999",1186000.0,13.986096858539808
2022-12-06,2022,7,101 to 110,Yes,4 or More,Forced Air,Yes,1,5 or Fewer,4,2.5 or More,7.7142311448490855,Brick,Shingle,Hard,1,0,"1,000 to 1,999",1475000.0,14.204168547756057
2022-12-06,2022,5,71 to 80,Yes,2,Forced Air,Yes,1,6,4,2 or Fewer,6.950814768442584,Brick,Shingle,Hard,2 or More,0,"2,000 to 4,999",476000.0,13.073173133213556
2022-12-06,2022,5,10 or Fewer,No,1.5,Forced Air,Yes,1,6,3,2 or Fewer,7.1372784372603855,Brick,Shingle,Hard,1,0,999 or Fewer,726461.0,13.495940078514378
2022-12-06,2022,8,111 or More,Yes,1.5,Dual Climate,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,6.79794041297493,Siding and Stucco,Shingle,Hard,1,0,"2,000 to 4,999",400000.0,12.89921982609012
2022-12-07,2022,3,91 to 100,No,2,Hot Water,No,1,6,3,2 or Fewer,7.121252453244542,Brick,Shingle,Hard,1,0,"2,000 to 4,999",795000.0,13.58609739363647
2022-12-07,2022,5,71 to 80,Yes,2,Forced Air,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,6.704414354964107,Brick,Shingle,Hard,1,0,"1,000 to 1,999",500000.0,13.122363377404328
2022-12-07,2022,3,61 to 70,Yes,4 or More,Hot Water,Yes,1,7,4,2 or Fewer,7.528869256642251,Brick,Tile,Hard,1,1,"5,000 or More",1650000.0,14.316285845876763
2022-12-07,2022,5,10 or Fewer,No,3.5,Forced Air,Yes,1,7,4,2 or Fewer,7.283448228756631,Brick,Shingle,Hard,1,1,"1,000 to 1,999",898365.0,13.708331723499663
2022-12-07,2022,6,91 to 100,Yes,3.5,Dual Climate,Yes,1,7,4,2 or Fewer,7.297091005160418,Brick,Metal,Hard,1,0,"1,000 to 1,999",1249000.0,14.037853789107714
2022-12-07,2022,5,111 or More,Yes,3.5,Forced Air,Yes,2 or More,9,4,2 or Fewer,7.402451520818244,Brick,Flat,Hard,2 or More,1,"1,000 to 1,999",1080000.0,13.892471599100402
2022-12-07,2022,2,61 to 70,Yes,1,Forced Air,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,6.473890696352274,Brick,Flat,Hard,1,1,999 or Fewer,710000.0,13.473020249017498
2022-12-07,2022,8,10 or Fewer,No,3.5,Dual Climate,Yes,1,8,4,2.5 or More,7.545389749611823,Brick,Shingle,Hard,1,1,"1,000 to 1,999",735021.0,13.50765434921539
2022-12-07,2022,7,91 to 100,Yes,2.5,Other,Yes,1,5 or Fewer,3,2 or Fewer,7.549609165154532,Brick,Shingle,Hard,1,0,"1,000 to 1,999",750000.0,13.527828485512494
2022-12-08,2022,7,10 or Fewer,No,3,Forced Air,Yes,1,7,3,2 or Fewer,7.116394144093465,Siding and Stucco,Shingle,Hard,1,0,999 or Fewer,500000.0,13.122363377404328
2022-12-08,2022,4,71 to 80,No,2.5,Dual Climate,Yes,1,6,3,2 or Fewer,7.4770384723196965,Brick,Tile,Hard,1,1,"5,000 or More",1090000.0,13.901688254205327
2022-12-08,2022,3,81 to 90,No,3.5,Forced Air,Yes,1,8,4,2 or Fewer,7.820037989458753,Stone,Tile,Hard,2 or More,2 or More,"5,000 or More",2150000.0,14.580978400103845
2022-12-08,2022,5,81 to 90,Yes,2,Dual Climate,Yes,1,7,3,2 or Fewer,7.017506142941256,Brick,Flat,Soft,1,0,"1,000 to 1,999",450000.0,13.017002861746503
2022-12-08,2022,7,71 to 80,Yes,2.5,Forced Air,Yes,1,7,4,2 or Fewer,7.064759027791802,Siding and Stucco,Shingle,Hard,1,0,"2,000 to 4,999",575000.0,13.262125319779487
2022-12-08,2022,5,10 or Fewer,No,3.5,Forced Air,Yes,1,7,3,2.5 or More,7.659171367666058,Brick,Shingle,Hard,1,0,"2,000 to 4,999",875000.0,13.681979165339751
2022-12-08,2022,7,91 to 100,Yes,3.5,Other,Yes,1,8,3,2 or Fewer,7.272398392570047,Brick,Shingle,Hard,2 or More,0,"1,000 to 1,999",1225000.0,14.018451401960965
2022-12-08,2022,8,11 to 60,No,3.5,Dual Climate,Yes,1,7,3,2 or Fewer,7.090076835776092,Brick,Shingle,Hard,1,0,"2,000 to 4,999",400000.0,12.89921982609012
2022-12-08,2022,2,111 or More,Yes,4 or More,Hot Water,Yes,1,10 or More,4,2.5 or More,7.976251943745623,Brick,Metal,Hard,1,2 or More,"2,000 to 4,999",2500000.0,14.73180128983843
2022-12-08,2022,8,10 or Fewer,No,2.5,Dual Climate,Yes,1,8,3,2.5 or More,7.3777589082278725,Brick,Shingle,Hard,1,1,"1,000 to 1,999",655349.0,13.392923197144338
2022-12-09,2022,6,101 to 110,Yes,3.5,Forced Air,Yes,1,10 or More,4,2 or Fewer,7.280697195384741,Brick,Metal,Hard,1,0,"1,000 to 1,999",1140000.0,13.946538820370678
2022-12-09,2022,2,91 to 100,Yes,3.5,Dual Climate,Yes,1,9,4,2 or Fewer,7.450079569807499,Brick,Metal,Hard,1,0,"2,000 to 4,999",1595000.0,14.282384294201082
2022-12-09,2022,3,81 to 90,Yes,3.5,Hot Water,Yes,1,7,3,2 or Fewer,7.753623546559746,Brick,Tile,Hard,1,1,"2,000 to 4,999",1600000.0,14.28551418721001
2022-12-12,2022,4,61 to 70,No,2,Dual Climate,Yes,1,7,3,2 or Fewer,7.057036981697891,Brick,Shingle,Hard,1,0,"5,000 or More",625000.0,13.345506928718539
2022-12-12,2022,5,61 to 70,Yes,2.5,Dual Climate,Yes,1,7,3,2 or Fewer,6.992096427415888,Brick,Shingle,Hard,1,0,"2,000 to 4,999",699900.0,13.458692746677631
2022-12-12,2022,1,101 to 110,Yes,3.5,Hot Water,Yes,2 or More,9,4,2 or Fewer,7.570443252057374,Brick,Metal,Hard,2 or More,1,"2,000 to 4,999",1475000.0,14.204168547756057
2022-12-12,2022,7,71 to 80,Yes,2,Hot Water,No,1,7,5 or More,2 or Fewer,7.534762657037537,Brick,Metal,Hard,1,0,"2,000 to 4,999",469900.0,13.060275185090907
2022-12-12,2022,5,81 to 90,Yes,1.5,Other,Yes,1,6,3,2 or Fewer,7.076653815443951,Brick,Flat,Hard,1,0,"1,000 to 1,999",699000.0,13.457406021215947
2022-12-12,2022,7,71 to 80,Yes,2,Dual Climate,Yes,1,6,3,2 or Fewer,6.723832440821209,Brick,Flat,Hard,1,0,"1,000 to 1,999",419500.0,12.946818804889398
2022-12-13,2022,5,71 to 80,No,1.5,Forced Air,No,1,6,3,2 or Fewer,7.049254841255837,Brick,Flat,Soft,1,0,"2,000 to 4,999",470000.0,13.060487973686241
2022-12-13,2022,4,71 to 80,Yes,3,Dual Climate,Yes,1,9,3,2 or Fewer,7.16703787691222,Brick,Flat,Hard,1,0,"2,000 to 4,999",725000.0,13.493926933836812
2022-12-13,2022,8,10 or Fewer,No,3.5,Dual Climate,Yes,1,8,4,2 or Fewer,7.521859252201629,Siding and Stucco,Metal,Hard,1,0,"2,000 to 4,999",810000.0,13.604789526648622
2022-12-13,2022,5,91 to 100,Yes,1.5,Forced Air,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,6.733401891837359,Brick,Flat,Hard,1,0,"1,000 to 1,999",514000.0,13.149978544437301
2022-12-13,2022,5,71 to 80,Yes,2,Forced Air,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,6.704414354964107,Brick,Shingle,Hard,1,0,"1,000 to 1,999",515000.0,13.151922179645874
2022-12-13,2022,6,111 or More,Yes,1.5,Forced Air,Yes,1,6,3,2 or Fewer,7.3901814282264295,Brick,Flat,Hard,1,0,"1,000 to 1,999",850000.0,13.652991628466498
2022-12-13,2022,5,111 or More,Yes,1,Forced Air,Yes,1,6,3,2 or Fewer,7.090076835776092,Brick,Flat,Hard,1,0,999 or Fewer,752500.0,13.531156275605168
2022-12-14,2022,2,11 to 60,Yes,4 or More,Dual Climate,Yes,1,9,4,2.5 or More,8.002359546252707,Brick,Shingle,Hard,1,2 or More,"2,000 to 4,999",2250000.0,14.626440774180603
2022-12-14,2022,4,91 to 100,Yes,3.5,Forced Air,Yes,1,10 or More,3,2 or Fewer,7.307872780763706,Brick,Metal,Hard,1,0,"1,000 to 1,999",775000.0,13.560618308335483
2022-12-14,2022,5,10 or Fewer,No,2.5,Forced Air,Yes,1,5 or Fewer,3,2 or Fewer,7.241366283322318,Brick,Shingle,Hard,1,0,999 or Fewer,838065.0,13.63885094208862
2022-12-14,2022,5,10 or Fewer,No,3.5,Forced Air,Yes,1,5 or Fewer,3,2 or Fewer,7.283448228756631,Brick,Shingle,Hard,1,1,"1,000 to 1,999",895394.0,13.705019123850759
2022-12-14,2022,4,91 to 100,Yes,4 or More,Forced Air,Yes,1,9,5 or More,2 or Fewer,7.017506142941256,Brick,Metal,Hard,1,0,"1,000 to 1,999",1000000.0,13.815510557964274
2022-12-14,2022,8,10 or Fewer,No,4 or More,Forced Air,Yes,1,10 or More,3,2.5 or More,7.534762657037537,Brick,Shingle,Hard,1,0,"1,000 to 1,999",540000.0,13.199324418540456
2022-12-15,2022,5,111 or More,Yes,3.5,Forced Air,Yes,1,7,3,2 or Fewer,7.151485463904735,Brick,Flat,Hard,1,0,"1,000 to 1,999",1230000.0,14.0225247273486
2022-12-15,2022,8,81 to 90,Yes,2,Dual Climate,Yes,1,6,3,2 or Fewer,7.022868086082641,Brick,Metal,Hard,1,0,"1,000 to 1,999",475000.0,13.071070083016778
2022-12-15,2022,5,91 to 100,Yes,1.5,Dual Climate,Yes,1,7,3,2 or Fewer,7.165493475060845,Brick,Flat,Hard,1,0,"1,000 to 1,999",675000.0,13.422467969854667
2022-12-15,2022,3,91 to 100,No,1.5,Hot Water,No,1,7,3,2 or Fewer,7.438383530044307,Brick,Flat,Hard,1,0,"2,000 to 4,999",1190000.0,13.989463865087712
2022-12-15,2022,3,91 to 100,Yes,3.5,Hot Water,Yes,1,8,3,2 or Fewer,7.326465613840322,Siding and Stucco,Metal,Hard,1,1,"2,000 to 4,999",1085000.0,13.897090544956697
2022-12-16,2022,6,11 to 60,No,2.5,Dual Climate,Yes,1,7,3,2 or Fewer,7.402451520818244,Brick,Flat,Hard,1,0,"1,000 to 1,999",930000.0,13.742939865129438
2022-12-16,2022,4,101 to 110,Yes,3.5,Forced Air,Yes,1,10 or More,4,2 or Fewer,7.402451520818244,Brick,Metal,Hard,1,0,"1,000 to 1,999",945000.0,13.758940206475879
2022-12-16,2022,4,71 to 80,Yes,2,Forced Air,No,1,5 or Fewer,3,2 or Fewer,6.879355804460439,Brick,Metal,Hard,1,0,"1,000 to 1,999",445000.0,13.005829561148378
2022-12-16,2022,7,91 to 100,No,1,Hot Water,No,1,6,3,2 or Fewer,7.305188215393037,Brick,Shingle,Hard,1,0,"1,000 to 1,999",790000.0,13.579788224443204
2022-12-16,2022,4,91 to 100,Yes,3.5,Forced Air,Yes,1,10 or More,4,2 or Fewer,7.272398392570047,Brick,Metal,Hard,1,0,"1,000 to 1,999",794999.0,13.586096135774042
2022-12-16,2022,8,81 to 90,No,1.5,Forced Air,Yes,1,6,3,2 or Fewer,7.003065458786462,Brick,Shingle,Hard,1,0,"2,000 to 4,999",365000.0,12.80765263256463
2022-12-16,2022,7,81 to 90,Yes,2,Forced Air,Yes,1,7,4,2 or Fewer,6.992096427415888,Brick,Flat,Hard,1,0,"1,000 to 1,999",540000.0,13.199324418540456
2022-12-16,2022,1,91 to 100,Yes,2,Hot Water,Yes,1,6,3,2 or Fewer,7.00669522683704,Brick,Flat,Hard,1,0,"1,000 to 1,999",675000.0,13.422467969854667
2022-12-19,2022,7,91 to 100,Yes,2.5,Forced Air,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,6.866933284461882,Brick,Shingle,Hard,1,0,999 or Fewer,714000.0,13.478638241321722
2022-12-19,2022,4,101 to 110,Yes,3.5,Forced Air,Yes,1,8,4,2 or Fewer,7.4673710669175595,Brick,Flat,Hard,1,0,"2,000 to 4,999",1290000.0,14.070152776337855
2022-12-19,2022,7,10 or Fewer,No,3.5,Forced Air,Yes,1,6,3,2 or Fewer,7.27931883541462,Brick,Flat,Hard,1,0,999 or Fewer,520000.0,13.16158409055761
2022-12-19,2022,7,71 to 80,No,2,Hot Water,No,2 or More,8,4,2 or Fewer,7.549609165154532,Brick,Flat,Hard,2 or More,0,"2,000 to 4,999",425000.0,12.959844447906553
2022-12-19,2022,7,71 to 80,Yes,2,Forced Air,Yes,1,8,4,2 or Fewer,7.4073177104694174,Brick,Flat,Hard,1,0,"1,000 to 1,999",740000.0,13.514405465180353
2022-12-19,2022,3,91 to 100,Yes,4 or More,Forced Air,Yes,1,10 or More,4,2.5 or More,7.880048200971577,Brick,Tile,Hard,1,2 or More,"5,000 or More",2350000.0,14.669925886120343
2022-12-19,2022,7,71 to 80,Yes,1,Forced Air,Yes,1,7,3,2 or Fewer,6.931471805599453,Brick,Flat,Hard,1,0,"2,000 to 4,999",410000.0,12.92391243868049
2022-12-19,2022,5,111 or More,Yes,4 or More,Forced Air,Yes,1,7,5 or More,2 or Fewer,7.738923757439457,Brick,Flat,Hard,1,0,"2,000 to 4,999",1769000.0,14.385924973141922
2022-12-19,2022,6,91 to 100,Yes,1.5,Forced Air,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,6.733401891837359,Brick,Flat,Hard,1,0,999 or Fewer,683000.0,13.434250138552928
2022-12-19,2022,5,111 or More,Yes,3.5,Forced Air,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,7.293017679772782,Brick,Flat,Hard,1,0,"1,000 to 1,999",1150000.0,13.955272500339433
2022-12-20,2022,8,101 to 110,Yes,4 or More,Forced Air,Yes,1,10 or More,5 or More,2 or Fewer,7.534762657037537,Siding and Stucco,Shingle,Hard,1,0,"5,000 or More",578000.0,13.267329147654515
2022-12-20,2022,6,111 or More,Yes,3.5,Dual Climate,Yes,1,10 or More,4,2 or Fewer,7.593877844605118,Brick,Metal,Hard,1,0,"1,000 to 1,999",1999900.0,14.508607737274177
2022-12-20,2022,3,81 to 90,No,3,Dual Climate,Yes,1,6,3,2 or Fewer,7.221105098182496,Brick,Flat,Hard,1,1,"2,000 to 4,999",1100000.0,13.9108207377686
2022-12-20,2022,7,81 to 90,Yes,2,Forced Air,Yes,1,6,2 or Fewer,2 or Fewer,6.841615476477592,Brick,Shingle,Hard,1,0,"2,000 to 4,999",395000.0,12.886641043883259
2022-12-20,2022,7,10 or Fewer,No,3.5,Forced Air,Yes,1,9,5 or More,2 or Fewer,7.521859252201629,Siding and Stucco,Shingle,Hard,1,0,"2,000 to 4,999",575000.0,13.262125319779487
2022-12-20,2022,7,111 or More,Yes,2.5,Forced Air,Yes,1,5 or Fewer,3,2 or Fewer,7.2640301428995295,Siding and Stucco,Shingle,Hard,1,0,"1,000 to 1,999",599000.0,13.303016877097587
2022-12-20,2022,4,71 to 80,Yes,2,Forced Air,Yes,1,5 or Fewer,3,2 or Fewer,6.802394763324311,Brick,Flat,Hard,1,0,"2,000 to 4,999",560000.0,13.235692062711331
2022-12-20,2022,6,111 or More,Yes,2,Hot Water,Yes,1,6,3,2 or Fewer,7.226936018493289,Brick,Metal,Hard,1,1,"1,000 to 1,999",999000.0,13.81451005763069
2022-12-20,2022,5,81 to 90,Yes,1,Hot Water,No,1,6,2 or Fewer,2 or Fewer,6.684611727667927,Siding and Stucco,Flat,Hard,1,0,"1,000 to 1,999",615000.0,13.329377546788654
2022-12-20,2022,4,101 to 110,Yes,1.5,Hot Water,Yes,1,8,3,2 or Fewer,7.412160334945205,Brick,Metal,Hard,1,1,"1,000 to 1,999",707000.0,13.468785944878709
2022-12-20,2022,5,91 to 100,No,2,Hot Water,Yes,1,6,3,2 or Fewer,7.221105098182496,Brick,Flat,Hard,1,0,"1,000 to 1,999",528000.0,13.176851562688398
2022-12-21,2022,6,111 or More,Yes,2.5,Dual Climate,Yes,2 or More,7,4,2 or Fewer,7.400009517162692,Brick,Metal,Hard,2 or More,1,"1,000 to 1,999",1074900.0,13.887738191961155
2022-12-21,2022,7,81 to 90,Yes,2,Forced Air,Yes,1,5 or Fewer,3,2 or Fewer,6.723832440821209,Brick,Flat,Hard,1,0,"1,000 to 1,999",435000.0,12.983101310070822
2022-12-21,2022,7,111 or More,Yes,2.5,Forced Air,Yes,1,7,3,2 or Fewer,7.138866999945524,Siding and Stucco,Flat,Hard,1,1,"1,000 to 1,999",770000.0,13.554145793829866
2022-12-21,2022,7,11 to 60,Yes,2.5,Forced Air,Yes,1,6,3,2 or Fewer,7.392647520721623,Brick,Shingle,Hard,1,1,"5,000 or More",600000.0,13.304684934198283
2022-12-21,2022,8,71 to 80,Yes,2,Dual Climate,Yes,1,6,3,2 or Fewer,6.866933284461882,Brick,Flat,Hard,1,0,"1,000 to 1,999",420000.0,12.948009990259552
2022-12-22,2022,5,91 to 100,Yes,1,Hot Water,No,1,7,4,2 or Fewer,7.109062135687172,Brick,Flat,Hard,1,0,"2,000 to 4,999",630000.0,13.353475098367715
2022-12-22,2022,4,81 to 90,No,3,Hot Water,No,1,7,3,2 or Fewer,7.138866999945524,Brick,Flat,Hard,1,0,"1,000 to 1,999",768000.0,13.551545012129809
2022-12-22,2022,3,91 to 100,Yes,4 or More,Other,Yes,1,10 or More,5 or More,2.5 or More,7.585788821732034,Brick,Tile,Hard,2 or More,1,"2,000 to 4,999",1915000.0,14.465228180596883
2022-12-22,2022,3,81 to 90,Yes,3.5,Dual Climate,Yes,1,6,4,2 or Fewer,7.305188215393037,Brick,Tile,Hard,1,1,"2,000 to 4,999",1527000.0,14.23881558420077
2022-12-22,2022,4,91 to 100,No,1,Hot Water,No,1,7,3,2 or Fewer,7.24422751560335,Brick,Metal,Hard,1,0,"2,000 to 4,999",650000.0,13.38472764187182
2022-12-22,2022,4,81 to 90,Yes,4 or More,Dual Climate,Yes,1,10 or More,4,2 or Fewer,8.005700678662542,Brick,Tile,Hard,1,2 or More,"5,000 or More",1610000.0,14.291744736960645
2022-12-22,2022,5,81 to 90,Yes,3.5,Dual Climate,Yes,1,8,4,2 or Fewer,7.38770923908104,Brick,Tile,Hard,1,1,"5,000 or More",820000.0,13.617059619240436
2022-12-22,2022,6,111 or More,Yes,2.5,Hot Water,Yes,1,7,3,2 or Fewer,7.349873704738337,Brick,Metal,Hard,1,1,"1,000 to 1,999",1000000.0,13.815510557964274
2022-12-23,2022,7,11 to 60,Yes,1,Other,Yes,1,5 or Fewer,3,2 or Fewer,6.960347729101308,Brick,Flat,Hard,1,0,"2,000 to 4,999",385000.0,12.86099861326992
2022-12-23,2022,3,81 to 90,Yes,4 or More,Dual Climate,Yes,1,10 or More,4,2.5 or More,7.962763930168115,Brick,Tile,Hard,1,1,"5,000 or More",1570000.0,14.266586177324491
2022-12-23,2022,6,101 to 110,Yes,2.5,Hot Water,No,1,6,4,2 or Fewer,7.3901814282264295,Brick,Flat,Hard,1,1,"2,000 to 4,999",1150000.0,13.955272500339433
2022-12-27,2022,7,71 to 80,Yes,1.5,Dual Climate,Yes,1,8,3,2 or Fewer,6.931471805599453,Brick,Flat,Hard,1,0,"2,000 to 4,999",335000.0,12.721885810807203
